shipment_id,carrier_name,truck_type,distance_km,weight_tons,volume_m3,delivery_time_days,priority_level,origin_country,destination_country,fuel_price_eur_l,cost_eur
1190,DPD,Box,2258,10.6,69.0,5,Standard,Italy,Italy,1.68,3257.81
1191,Maersk,Box,949,23.0,19.2,5,Express,Austria,Austria,1.69,3045.4
1192,DHL,Fridge,1361,6.5,26.1,6,Standard,Portugal,Czechia,1.78,3131.84
1193,Maersk,Tautliner,1580,7.2,88.5,6,Standard,Austria,Spain,1.65,3150.69
1194,DB Schenker,Fridge,1000,9.7,69.1,5,Express,Poland,Belgium,1.74,3966.85
1195,Maersk,Box,858,21.6,52.4,2,Standard,Belgium,Portugal,1.68,2511.92
1196,DHL,Tautliner,1639,23.5,25.0,2,Express,Italy,Austria,1.66,4480.62
1197,DB Schenker,Fridge,1999,6.3,37.4,2,Standard,Germany,Italy,1.84,3935.43
1198,Maersk,Box,961,21.7,59.6,4,Standard,Czechia,Belgium,1.81,2804.2
1199,DPD,Fridge,1947,7.2,19.8,6,Standard,Poland,Austria,1.67,3491.46
1200,DB Schenker,Tautliner,2340,24.3,50.8,3,Standard,Belgium,Germany,1.72,4297.34
1201,DB Schenker,Tautliner,614,15.3,43.9,2,Standard,France,Austria,1.65,1787.59
1202,DPD,Tautliner,1067,1.2,50.3,5,Standard,Czechia,Netherlands,1.62,1594.1
1203,Kuehne+Nagel,Tautliner,1691,1.8,15.0,5,Standard,Poland,Austria,1.78,2265.67
1204,DHL,Tautliner,183,4.5,15.1,2,Express,Spain,Austria,1.71,986.73
1205,Kuehne+Nagel,Fridge,897,5.5,96.6,6,Express,Czechia,Belgium,1.66,3432.4
1206,Maersk,Tautliner,2227,19.4,98.0,2,Standard,Portugal,Italy,1.63,4329.49
1207,DPD,Tautliner,1701,6.3,45.5,5,Express,Portugal,Portugal,1.8,3878.72
1208,Kuehne+Nagel,Box,621,24.3,80.0,2,Standard,Portugal,Netherlands,1.68,2398.06
1209,DB Schenker,Tautliner,1322,16.3,67.3,6,Standard,Spain,Portugal,1.87,3203.86
1210,Maersk,Box,1694,17.6,16.1,4,Standard,Belgium,Italy,1.66,2728.63
1211,Maersk,Box,333,6.2,33.2,4,Standard,Spain,Austria,1.67,918.24
1212,Kuehne+Nagel,Box,1942,22.4,34.8,6,Standard,Czechia,Netherlands,1.86,3610.04
1213,Kuehne+Nagel,Fridge,2391,17.0,61.6,4,Standard,Czechia,Austria,1.77,5457.83
1214,DPD,Fridge,1516,21.7,60.1,1,Standard,Netherlands,Poland,1.63,3948.58
1215,DHL,Box,1689,24.0,92.7,4,Standard,Austria,Poland,1.76,4034.96
1216,Kuehne+Nagel,Fridge,1569,4.0,80.1,5,Express,Austria,Netherlands,1.69,4104.17
1217,Kuehne+Nagel,Tautliner,492,3.3,86.4,6,Standard,Czechia,Netherlands,1.82,1624.07
1218,DB Schenker,Fridge,108,20.3,89.7,1,Standard,Belgium,Poland,1.62,2359.28
1219,Maersk,Tautliner,712,21.8,81.1,5,Standard,Czechia,Belgium,1.88,2978.78
1220,DHL,Tautliner,2043,15.0,36.6,5,Standard,Spain,Belgium,1.74,3365.07
1221,DB Schenker,Fridge,814,9.8,25.4,6,Standard,Netherlands,France,1.82,2599.49
1222,DPD,Fridge,2027,16.7,59.3,6,Standard,Netherlands,Austria,1.81,4934.93
1223,DPD,Box,209,8.3,70.5,2,Standard,Portugal,Czechia,1.65,950.74
1224,Kuehne+Nagel,Fridge,933,6.7,41.7,6,Standard,Belgium,Austria,1.86,2612.92
1225,Kuehne+Nagel,Fridge,365,12.7,85.6,3,Standard,Spain,Belgium,1.67,2198.72
1226,DPD,Fridge,1496,6.2,96.3,4,Standard,Belgium,France,1.66,3808.01
1227,Kuehne+Nagel,Tautliner,2131,12.6,59.1,6,Express,Austria,Netherlands,1.76,5004.92
1228,DHL,Tautliner,1075,24.0,48.4,3,Standard,Austria,Belgium,1.9,3489.41
1229,Kuehne+Nagel,Tautliner,1718,21.2,85.1,3,Standard,Czechia,Spain,1.69,3953.96
1230,Maersk,Box,1054,23.6,7.3,2,Express,Italy,Czechia,1.89,3278.83
1231,Kuehne+Nagel,Box,1769,20.4,17.3,3,Standard,Belgium,Belgium,1.73,2905.45
1232,DB Schenker,Box,1449,9.5,85.3,4,Standard,Austria,Netherlands,1.85,2917.37
1233,DHL,Tautliner,1674,20.5,74.5,1,Standard,Germany,Czechia,1.76,3978.99
1234,DB Schenker,Fridge,2323,23.1,44.5,5,Express,Spain,Portugal,1.66,6628.4
1235,DB Schenker,Box,1158,23.7,89.4,4,Express,Austria,Belgium,1.86,4248.32
1236,Maersk,Box,2057,17.4,38.4,2,Standard,Czechia,Germany,1.62,3039.79
1237,DHL,Tautliner,948,6.1,65.2,1,Standard,Germany,Czechia,1.8,2321.5
1238,DHL,Box,1062,2.0,65.3,2,Standard,Poland,Czechia,1.85,2125.09
1239,DHL,Fridge,1925,4.5,22.5,4,Standard,Belgium,Germany,1.85,3798.37
1240,DHL,Tautliner,2421,24.2,32.1,5,Standard,Belgium,France,1.8,4629.73
1241,DHL,Tautliner,2201,12.1,92.0,3,Express,Italy,France,1.68,5704.68
1242,Maersk,Fridge,987,21.5,22.4,6,Standard,Belgium,Spain,1.76,3282.63
1243,Kuehne+Nagel,Fridge,844,12.2,21.5,6,Standard,Spain,Czechia,1.79,2313.81
1244,DB Schenker,Fridge,2424,16.9,50.6,3,Standard,Portugal,France,1.87,5631.31
1245,DHL,Box,1541,1.6,13.8,2,Standard,Spain,Poland,1.65,1936.17
1246,Kuehne+Nagel,Fridge,1348,7.0,90.0,1,Standard,Belgium,Poland,1.74,3366.73
1247,Kuehne+Nagel,Tautliner,275,11.5,14.5,6,Express,Belgium,France,1.7,1077.93
1248,DB Schenker,Fridge,665,16.1,63.6,5,Express,Germany,Portugal,1.73,3586.11
1249,Maersk,Tautliner,1787,5.1,37.3,2,Standard,Spain,Portugal,1.65,2712.26
1250,DPD,Tautliner,1508,19.3,81.4,5,Standard,Portugal,Portugal,1.67,3364.78
1251,DPD,Box,361,9.7,61.0,6,Express,Czechia,Portugal,1.83,1791.11
1252,Kuehne+Nagel,Fridge,630,20.6,41.9,2,Express,Belgium,Austria,1.74,3707.74
1253,DB Schenker,Box,1977,3.4,98.5,1,Express,Spain,Portugal,1.75,4270.54
1254,DPD,Fridge,1494,17.3,11.3,4,Standard,Austria,Poland,1.87,3334.4
1255,Kuehne+Nagel,Fridge,1806,8.0,59.9,3,Standard,Czechia,Czechia,1.67,3219.4
1256,Maersk,Fridge,1320,20.1,99.0,5,Standard,Austria,Poland,1.7,3844.67
1257,DPD,Fridge,1047,10.7,70.6,5,Standard,Netherlands,Austria,1.69,3290.13
1258,Kuehne+Nagel,Fridge,684,17.0,75.3,1,Standard,Spain,France,1.8,2949.96
1259,Kuehne+Nagel,Tautliner,1720,23.4,8.0,5,Express,Spain,France,1.77,4434.42
1260,DHL,Tautliner,2449,1.5,7.0,4,Express,Austria,Poland,1.74,4585.0
1261,Maersk,Fridge,1255,1.3,8.4,4,Standard,Belgium,France,1.8,1910.07
1262,DHL,Tautliner,1851,19.5,99.2,1,Express,Spain,France,1.75,5783.31
1263,DB Schenker,Box,2181,16.5,98.1,2,Standard,Italy,Austria,1.84,4257.77
1264,DHL,Box,631,8.0,36.8,2,Standard,France,Austria,1.72,1561.18
1265,DHL,Box,1331,12.9,32.6,5,Express,Spain,Germany,1.87,3402.21
1266,DPD,Fridge,2093,2.0,18.9,5,Standard,Austria,Austria,1.64,2846.77
1267,Kuehne+Nagel,Fridge,1797,5.6,36.3,1,Express,France,Netherlands,1.63,4001.51
1268,Maersk,Tautliner,1645,11.2,40.2,4,Standard,Portugal,Netherlands,1.8,2924.31
1269,DHL,Tautliner,1537,21.0,76.1,1,Express,Portugal,France,1.72,4852.53
1270,Maersk,Tautliner,470,12.5,87.3,2,Standard,Belgium,Belgium,1.74,1986.61
1271,DHL,Box,508,15.1,75.9,4,Standard,Portugal,Spain,1.81,2086.72
1272,DB Schenker,Box,1506,22.0,66.4,5,Express,Germany,Austria,1.66,4195.41
1273,DHL,Box,2001,8.4,77.8,2,Express,Belgium,France,1.61,4331.08
1274,DPD,Box,1570,17.8,75.2,3,Standard,Italy,Poland,1.73,3339.09
1275,Kuehne+Nagel,Tautliner,716,21.7,50.2,2,Standard,Belgium,Netherlands,1.87,2676.62
1276,DB Schenker,Fridge,170,5.9,36.9,4,Express,Netherlands,Poland,1.74,1426.44
1277,DHL,Fridge,183,9.6,31.9,4,Express,Netherlands,Austria,1.77,1314.18
1278,Maersk,Box,2356,24.5,69.5,1,Standard,Germany,Italy,1.66,4061.64
1279,DB Schenker,Fridge,358,24.6,96.1,4,Standard,Netherlands,Portugal,1.74,3021.0
1280,DB Schenker,Fridge,1425,6.4,60.2,3,Standard,Belgium,Portugal,1.74,3450.24
1281,DHL,Fridge,1031,2.6,91.7,3,Standard,Germany,France,1.67,2842.0
1282,DB Schenker,Box,2429,7.5,6.4,4,Standard,Czechia,Italy,1.65,2560.51
1283,Maersk,Tautliner,493,10.5,80.5,5,Standard,Austria,Czechia,1.71,2062.95
1284,DB Schenker,Tautliner,1434,11.6,86.1,4,Express,Germany,Czechia,1.61,4069.95
1285,Maersk,Fridge,2029,15.9,64.9,5,Standard,Austria,Germany,1.65,4367.01
1286,DHL,Tautliner,1820,22.6,93.7,4,Express,Portugal,Germany,1.82,6080.26
1287,Kuehne+Nagel,Tautliner,725,8.9,61.0,2,Express,Austria,Italy,1.79,2669.44
1288,DB Schenker,Box,1992,21.4,27.9,4,Express,Czechia,Italy,1.69,4093.1
1289,Kuehne+Nagel,Box,1936,3.2,25.5,2,Standard,Netherlands,Netherlands,1.77,2284.23
1290,Maersk,Fridge,661,2.0,57.8,5,Standard,Italy,Belgium,1.85,2430.56
1291,DB Schenker,Fridge,1893,13.1,91.1,4,Standard,Austria,Spain,1.85,4965.25
1292,DPD,Fridge,1040,2.4,11.9,5,Express,Belgium,Czechia,1.8,2528.02
1293,Kuehne+Nagel,Box,2209,10.4,62.4,3,Standard,Poland,Austria,1.64,2993.91
1294,DB Schenker,Tautliner,1265,22.5,78.1,6,Standard,Poland,Italy,1.65,3665.6
1295,Kuehne+Nagel,Box,1965,6.8,16.0,1,Standard,Czechia,Spain,1.69,2722.23
1296,DB Schenker,Box,1991,17.9,16.1,5,Standard,Belgium,Netherlands,1.8,3314.03
1297,DHL,Tautliner,1739,8.3,39.8,2,Express,Austria,Poland,1.68,4065.2
1298,Kuehne+Nagel,Tautliner,1650,2.1,31.0,1,Standard,Italy,Portugal,1.74,2152.31
1299,DPD,Fridge,881,14.4,23.8,6,Standard,Spain,Italy,1.85,2495.0
1300,DPD,Tautliner,1794,21.0,23.9,4,Standard,Austria,Germany,1.87,3793.12
1301,Maersk,Tautliner,696,10.8,17.4,2,Express,Belgium,France,1.85,2071.62
1302,DB Schenker,Tautliner,2156,15.8,63.0,1,Standard,Italy,France,1.63,4001.83
1303,Kuehne+Nagel,Tautliner,2423,22.6,70.4,1,Express,Czechia,Italy,1.87,6883.3
1304,Maersk,Fridge,2374,20.0,71.8,5,Standard,Austria,France,1.81,6075.6
1305,Kuehne+Nagel,Fridge,2333,5.7,55.6,4,Standard,Italy,Germany,1.79,4634.69
1306,DB Schenker,Tautliner,455,18.6,95.5,4,Standard,Czechia,Belgium,1.67,2187.86
1307,DPD,Tautliner,2140,13.0,88.7,4,Standard,Poland,Austria,1.88,4478.23
1308,DHL,Fridge,491,18.9,96.0,5,Standard,Austria,Germany,1.61,2950.59
1309,DPD,Fridge,678,12.9,41.9,5,Standard,Spain,Portugal,1.62,2081.72
1310,Maersk,Tautliner,1740,4.1,88.4,4,Standard,Germany,Austria,1.65,3106.25
1311,DHL,Box,2108,14.7,77.5,1,Standard,Belgium,Spain,1.81,3780.83
1312,Maersk,Fridge,1823,12.8,37.3,6,Standard,Netherlands,Italy,1.79,4146.4
1313,DB Schenker,Fridge,263,13.4,15.1,4,Standard,Portugal,Belgium,1.88,1614.93
1314,DHL,Fridge,737,22.1,69.8,5,Standard,Czechia,Italy,1.7,3703.46
1315,Maersk,Tautliner,2164,22.5,18.0,4,Standard,Belgium,Spain,1.7,3575.83
1316,DB Schenker,Tautliner,269,11.9,32.9,5,Standard,Germany,Portugal,1.8,1383.85
1317,DPD,Fridge,439,11.9,52.5,4,Standard,Italy,Netherlands,1.65,2334.01
1318,DB Schenker,Tautliner,825,13.4,69.6,6,Standard,France,Czechia,1.74,2650.74
1319,Kuehne+Nagel,Tautliner,2033,13.5,93.0,1,Standard,Italy,Netherlands,1.6,4186.89
1320,DB Schenker,Fridge,1134,23.8,61.4,1,Standard,Germany,Portugal,1.78,3763.79
1321,DB Schenker,Tautliner,1745,16.6,68.8,5,Standard,France,France,1.84,3920.79
1322,Kuehne+Nagel,Box,232,7.7,34.5,5,Express,Poland,Austria,1.66,874.51
1323,Maersk,Tautliner,922,13.8,70.3,2,Express,Italy,Austria,1.69,3058.83
1324,Maersk,Tautliner,1053,16.1,46.6,3,Standard,Portugal,Belgium,1.64,2726.45
1325,DB Schenker,Fridge,2226,16.4,86.4,2,Standard,Spain,Spain,1.78,5238.79
1326,Kuehne+Nagel,Fridge,445,15.0,42.3,5,Standard,France,Austria,1.77,2070.99
1327,Kuehne+Nagel,Box,708,5.3,49.5,6,Standard,Austria,Italy,1.85,1390.01
1328,DPD,Tautliner,738,1.8,46.1,5,Standard,Portugal,Portugal,1.89,1654.83
1329,Maersk,Box,1147,9.1,82.1,4,Standard,Netherlands,Germany,1.9,2372.39
1330,DHL,Box,1594,11.3,95.6,2,Standard,Germany,Belgium,1.63,2963.99
1331,Maersk,Fridge,1324,2.5,36.1,3,Standard,Portugal,Germany,1.77,2774.19
1332,Maersk,Tautliner,2278,20.6,50.1,2,Standard,Portugal,Belgium,1.84,4545.2
1333,DPD,Fridge,249,9.3,72.1,1,Express,Austria,Netherlands,1.8,2721.74
1334,DHL,Box,1649,22.9,90.1,1,Standard,Germany,Netherlands,1.87,4085.74
1335,DPD,Box,1427,4.7,51.9,2,Standard,Spain,Czechia,1.73,2190.31
1336,DHL,Fridge,1664,2.4,15.3,6,Standard,Germany,Belgium,1.73,2630.15
1337,DB Schenker,Fridge,149,12.6,40.0,2,Standard,Italy,Poland,1.61,1576.97
1338,DHL,Fridge,1605,5.5,57.3,6,Standard,Austria,Portugal,1.6,3070.12
1339,DPD,Fridge,434,23.5,44.7,5,Standard,Germany,Italy,1.81,2713.37
1340,Maersk,Fridge,1475,1.2,22.7,6,Standard,Poland,Netherlands,1.74,2947.32
1341,DHL,Box,767,10.9,8.5,4,Standard,Czechia,Belgium,1.8,1683.7
1342,DHL,Fridge,1772,23.2,70.3,1,Standard,Spain,Germany,1.67,4544.49
1343,Kuehne+Nagel,Tautliner,2474,10.2,99.3,3,Express,Spain,Germany,1.86,6379.29
1344,Maersk,Box,1115,3.2,92.3,4,Standard,Germany,Germany,1.87,2595.22
1345,DB Schenker,Box,435,8.3,69.9,6,Standard,Netherlands,France,1.8,1428.55
1346,DPD,Tautliner,765,13.0,84.9,2,Express,Poland,Spain,1.68,3390.44
1347,DB Schenker,Tautliner,180,5.4,29.3,1,Standard,Poland,Belgium,1.66,849.85
1348,Maersk,Box,2234,12.2,64.1,2,Standard,Austria,Italy,1.79,4183.9
1349,DHL,Fridge,1899,21.1,10.8,1,Standard,Austria,Portugal,1.88,4512.56
1350,DHL,Box,357,21.9,72.2,3,Standard,Poland,Italy,1.77,2220.07
1351,Maersk,Box,1090,2.2,97.1,4,Standard,Poland,Spain,1.85,2196.07
1352,DHL,Tautliner,284,4.9,86.8,3,Standard,Germany,Spain,1.77,1495.85
1353,DHL,Box,1815,7.6,55.8,3,Standard,France,Netherlands,1.8,2851.46
1354,DHL,Fridge,222,15.3,79.9,4,Standard,Czechia,Netherlands,1.77,2493.37
1355,DPD,Tautliner,704,9.7,94.7,6,Express,Poland,France,1.77,2754.32
1356,DPD,Box,1003,21.3,25.5,4,Standard,Germany,Belgium,1.82,1866.22
1357,Kuehne+Nagel,Box,1637,18.2,80.4,6,Standard,Portugal,Portugal,1.72,3407.04
1358,DB Schenker,Fridge,2081,3.4,30.6,3,Express,Portugal,Netherlands,1.87,5116.1
1359,Maersk,Box,1494,16.0,88.3,2,Standard,Czechia,Germany,1.86,3268.92
1360,Maersk,Box,2452,3.7,14.3,4,Express,France,Portugal,1.82,4117.59
1361,Maersk,Box,1408,7.1,21.9,3,Express,Belgium,Austria,1.82,2444.83
1362,Kuehne+Nagel,Box,1965,5.3,73.5,3,Express,Spain,Austria,1.72,4289.47
1363,DPD,Fridge,2041,5.2,21.6,3,Standard,Czechia,Belgium,1.85,3662.87
1364,Kuehne+Nagel,Box,2409,15.8,20.0,2,Standard,Austria,Germany,1.88,4070.91
1365,Maersk,Box,1697,14.5,57.8,5,Express,France,Austria,1.84,3998.76
1366,DB Schenker,Box,590,5.2,84.3,5,Standard,Czechia,Spain,1.64,1302.75
1367,DHL,Tautliner,1154,24.8,30.5,4,Standard,Germany,Netherlands,1.84,2983.16
1368,DPD,Fridge,801,11.1,84.9,5,Standard,Portugal,Austria,1.74,2913.38
1369,DPD,Tautliner,1391,3.3,81.8,1,Express,Portugal,Italy,1.78,3790.95
1370,Kuehne+Nagel,Tautliner,2159,3.9,60.0,6,Standard,Portugal,France,1.9,4099.12
1371,DPD,Fridge,1314,15.0,66.4,4,Standard,Netherlands,Germany,1.71,3824.89
1372,Maersk,Tautliner,1523,24.5,8.8,4,Standard,Italy,Poland,1.7,2858.49
1373,Maersk,Tautliner,1660,14.7,39.9,3,Standard,Belgium,Poland,1.68,3049.98
1374,Kuehne+Nagel,Tautliner,2041,23.8,30.0,6,Standard,Czechia,Austria,1.64,3700.89
1375,Maersk,Fridge,2238,11.7,19.3,1,Standard,Germany,Czechia,1.65,4017.62
1376,DB Schenker,Box,699,11.5,42.0,5,Standard,Czechia,Portugal,1.75,1775.11
1377,Kuehne+Nagel,Fridge,1909,13.0,38.7,4,Standard,Poland,Czechia,1.87,4238.3
1378,DB Schenker,Fridge,2448,17.7,74.2,6,Standard,Czechia,Germany,1.84,6323.01
1379,DHL,Fridge,1234,9.8,61.8,1,Standard,Spain,Italy,1.65,2929.85
1380,DB Schenker,Tautliner,179,21.7,91.7,2,Express,France,Netherlands,1.77,3150.2
1381,DHL,Box,935,1.7,18.8,2,Standard,Spain,France,1.85,1074.3
1382,DHL,Fridge,751,11.6,10.7,3,Express,Germany,Austria,1.76,2960.71
1383,DB Schenker,Fridge,516,13.3,55.8,1,Express,Czechia,Belgium,1.87,3295.55
1384,Kuehne+Nagel,Box,1570,15.6,5.1,4,Standard,Czechia,Czechia,1.87,2628.33
1385,Maersk,Box,2165,7.6,79.8,2,Standard,Poland,France,1.7,3469.34
1386,Maersk,Box,1177,11.3,53.1,6,Express,Belgium,Poland,1.86,3297.36
1387,DHL,Tautliner,2003,12.6,51.4,2,Standard,Germany,Italy,1.78,3753.1
1388,DHL,Box,845,17.5,39.4,6,Express,Germany,Spain,1.74,2679.18
1389,Kuehne+Nagel,Tautliner,2102,19.6,40.6,5,Standard,France,Netherlands,1.83,3955.45
1390,DPD,Fridge,339,18.7,46.0,5,Express,Austria,Belgium,1.84,3357.98
1391,DB Schenker,Tautliner,2044,9.2,6.5,1,Express,France,Portugal,1.8,4136.5
1392,DHL,Box,955,25.0,12.9,5,Express,Italy,Portugal,1.84,3044.63
1393,Maersk,Tautliner,1896,21.4,53.0,1,Standard,Portugal,Portugal,1.89,4253.75
1394,Kuehne+Nagel,Box,1871,7.2,19.3,4,Standard,Germany,Poland,1.86,2989.15
1395,DB Schenker,Tautliner,519,5.7,79.0,4,Express,Portugal,Netherlands,1.62,2349.59
1396,Kuehne+Nagel,Fridge,2363,8.5,31.1,4,Express,Belgium,Netherlands,1.86,6039.08
1397,DB Schenker,Tautliner,808,11.9,14.3,5,Standard,Portugal,Spain,1.83,1728.25
1398,DB Schenker,Fridge,1767,21.4,27.3,5,Standard,Czechia,Austria,1.88,4499.0
1399,DHL,Box,1453,19.7,38.9,3,Standard,Poland,Spain,1.82,3211.66
1400,Kuehne+Nagel,Fridge,2135,21.4,8.4,2,Standard,Austria,Netherlands,1.86,5138.59
1401,Kuehne+Nagel,Box,779,7.5,18.5,6,Standard,Czechia,Portugal,1.6,1214.85
1402,Maersk,Box,586,15.2,35.8,4,Standard,Austria,Austria,1.89,1949.92
1403,Maersk,Fridge,722,7.8,34.5,5,Express,Belgium,Portugal,1.66,2374.38
1404,DHL,Fridge,1538,3.6,81.0,2,Standard,Poland,Poland,1.86,3450.7
1405,DHL,Tautliner,318,17.4,85.1,4,Standard,Portugal,Italy,1.88,2446.37
1406,DPD,Tautliner,2234,4.4,23.4,4,Express,Poland,Italy,1.6,3803.39
1407,Maersk,Fridge,1584,17.0,16.8,6,Standard,Portugal,France,1.87,3825.23
1408,DB Schenker,Fridge,790,16.6,65.2,2,Standard,Netherlands,Italy,1.85,3333.66
1409,Kuehne+Nagel,Fridge,2129,20.4,81.4,2,Express,Italy,Czechia,1.88,7304.17
1410,DHL,Fridge,1112,4.3,96.6,5,Express,Spain,Italy,1.65,3383.42
1411,Kuehne+Nagel,Box,546,19.8,5.6,2,Standard,Spain,Italy,1.83,1721.55
1412,Kuehne+Nagel,Fridge,2447,25.0,44.3,2,Express,Portugal,Belgium,1.75,7772.74
1413,DPD,Fridge,474,21.4,74.7,5,Express,Portugal,Portugal,1.68,3871.32
1414,Maersk,Fridge,2380,19.0,83.7,4,Express,Germany,Austria,1.83,7644.44
1415,DHL,Fridge,2022,16.9,10.9,6,Standard,Netherlands,Austria,1.74,4207.6
1416,Kuehne+Nagel,Box,737,11.1,69.7,2,Standard,France,Austria,1.87,2218.28
1417,DHL,Tautliner,1870,18.5,32.4,6,Standard,Netherlands,Germany,1.81,3832.55
1418,DB Schenker,Tautliner,2333,18.4,12.1,3,Standard,Netherlands,Spain,1.64,3586.23
1419,DPD,Tautliner,2225,16.2,51.5,1,Standard,Italy,Portugal,1.68,3827.36
1420,DB Schenker,Tautliner,1604,20.1,20.0,6,Standard,Spain,Spain,1.68,2628.28
1421,DHL,Tautliner,293,11.8,75.0,2,Standard,Austria,Austria,1.7,1736.24
1422,DHL,Box,1499,3.9,75.4,6,Standard,Czechia,France,1.8,2771.27
1423,Maersk,Tautliner,2434,14.4,85.0,2,Standard,Spain,Belgium,1.87,5134.29
1424,Kuehne+Nagel,Box,1605,7.4,40.9,1,Express,Italy,Netherlands,1.78,3092.36
1425,Kuehne+Nagel,Box,1846,10.2,6.3,3,Standard,Czechia,Czechia,1.83,2688.37
1426,DB Schenker,Tautliner,349,1.4,29.7,6,Standard,Spain,France,1.7,767.44
1427,DPD,Tautliner,1324,10.2,49.4,4,Express,France,Italy,1.76,3317.61
1428,Kuehne+Nagel,Tautliner,635,20.4,70.9,3,Standard,Germany,Italy,1.75,2771.65
1429,Maersk,Fridge,2447,14.0,41.3,1,Standard,Netherlands,Italy,1.81,5173.0
1430,DB Schenker,Box,1206,1.2,55.9,6,Standard,Portugal,Netherlands,1.76,1823.8
1431,DB Schenker,Tautliner,557,12.3,54.8,2,Standard,Portugal,Czechia,1.7,2058.11
1432,Maersk,Fridge,1487,8.0,20.7,4,Standard,Germany,Portugal,1.67,2943.01
1433,DPD,Box,139,12.5,64.2,3,Express,Germany,Austria,1.68,1522.09
1434,Maersk,Fridge,1639,10.7,46.7,3,Standard,Poland,Belgium,1.89,3611.7
1435,DPD,Fridge,2255,23.4,81.8,4,Standard,Austria,Spain,1.71,5510.85
1436,Maersk,Tautliner,360,2.0,70.6,3,Standard,Austria,Netherlands,1.84,1360.58
1437,Maersk,Box,1741,17.4,15.6,1,Standard,Portugal,Belgium,1.62,2569.19
1438,DHL,Fridge,1347,21.4,51.4,4,Standard,Netherlands,Poland,1.63,3445.17
1439,DB Schenker,Box,225,24.0,71.7,1,Express,Poland,Portugal,1.81,2673.93
1440,Maersk,Tautliner,1329,5.3,13.3,4,Standard,Austria,France,1.74,1696.11
1441,Maersk,Box,1406,13.8,80.3,1,Standard,France,Poland,1.86,3241.51
1442,Kuehne+Nagel,Fridge,2201,2.0,26.1,2,Express,France,Poland,1.86,5541.84
1443,DB Schenker,Fridge,2493,13.0,52.8,2,Standard,Spain,Austria,1.83,5505.04
1444,Kuehne+Nagel,Box,235,4.0,94.4,3,Standard,Germany,Spain,1.84,1647.12
1445,DB Schenker,Fridge,2477,21.1,59.3,4,Standard,Czechia,Portugal,1.86,5933.53
1446,Kuehne+Nagel,Fridge,1559,3.7,45.3,6,Express,Netherlands,Austria,1.84,4163.33
1447,Maersk,Fridge,235,13.3,5.6,4,Standard,Netherlands,Netherlands,1.76,1005.75
1448,Maersk,Tautliner,912,13.5,17.7,1,Express,Germany,Spain,1.68,2617.1
1449,DHL,Tautliner,951,24.3,60.0,6,Standard,Netherlands,Belgium,1.84,3406.09
1450,Kuehne+Nagel,Fridge,1844,16.7,51.9,3,Standard,Spain,Belgium,1.7,4153.35
1451,DPD,Box,2038,7.9,39.6,3,Express,Czechia,Portugal,1.67,3760.44
1452,DHL,Tautliner,970,6.8,92.7,6,Standard,Netherlands,Austria,1.65,2060.1
1453,Kuehne+Nagel,Box,1572,4.1,36.6,4,Standard,Spain,Germany,1.79,2293.62
1454,Kuehne+Nagel,Fridge,734,19.2,56.0,2,Standard,Portugal,Spain,1.67,2659.57
1455,DHL,Fridge,1751,17.6,59.0,4,Standard,Portugal,Spain,1.71,4335.76
1456,Maersk,Box,768,15.6,55.1,6,Standard,Italy,Netherlands,1.81,2276.38
1457,Kuehne+Nagel,Tautliner,1393,2.0,50.4,4,Standard,Italy,Netherlands,1.84,2271.61
1458,Maersk,Box,368,19.3,37.0,5,Standard,Italy,Czechia,1.69,1318.62
1459,DHL,Box,960,16.4,91.3,1,Express,Austria,Spain,1.85,3654.63
1460,Maersk,Fridge,581,24.1,47.8,1,Standard,Germany,Italy,1.62,2708.2
1461,DB Schenker,Tautliner,1361,15.1,55.2,5,Standard,Spain,Belgium,1.9,3260.99
1462,DPD,Box,2432,8.3,67.4,3,Standard,Portugal,France,1.73,3416.3
1463,Kuehne+Nagel,Tautliner,202,10.2,11.4,6,Express,Poland,Portugal,1.7,875.03
1464,DPD,Fridge,1553,5.2,79.2,1,Standard,Italy,Belgium,1.88,3916.6
1465,Maersk,Tautliner,891,18.3,53.7,3,Standard,Poland,Netherlands,1.64,2067.98
1466,Kuehne+Nagel,Fridge,1777,18.0,67.4,2,Express,Belgium,Italy,1.71,5569.69
1467,Maersk,Tautliner,338,5.8,78.3,3,Standard,Czechia,Spain,1.71,1828.77
1468,DB Schenker,Box,1688,4.8,88.0,1,Standard,Italy,Belgium,1.73,2767.67
1469,DHL,Fridge,981,2.8,42.3,6,Standard,Portugal,Italy,1.85,1979.2
1470,Kuehne+Nagel,Box,2335,22.9,82.1,6,Standard,Czechia,Czechia,1.85,4408.66
1471,DB Schenker,Fridge,987,6.6,29.6,3,Standard,Austria,Austria,1.78,2513.49
1472,DB Schenker,Tautliner,1379,9.3,67.7,2,Express,Poland,Netherlands,1.9,3918.17
1473,Kuehne+Nagel,Tautliner,1023,7.7,14.8,5,Standard,Czechia,Czechia,1.85,1874.52
1474,Maersk,Fridge,893,10.9,6.9,1,Standard,France,Germany,1.8,2043.49
1475,DB Schenker,Fridge,775,18.1,14.1,6,Standard,Italy,Portugal,1.66,2014.73
1476,DPD,Fridge,1781,21.9,35.3,2,Standard,Austria,Portugal,1.76,4140.57
1477,DB Schenker,Tautliner,1591,5.4,8.0,4,Standard,France,Germany,1.66,2287.23
